Nombre,Precio,Valoracion,Tienda,Fecha,componente,Match,Nombre_Ref,ID,brand_name,items_Decribtion,ratings,prices,Category,P_Ref,Diferencia
Gigabyte GeForce GTX 1660 SUPER OC 6GB GDDR6,549.58,,PcComponentes,2026-04-17,tarjetas-graficas,"('GIGABYTE GeForce GTX 1660 SUPER MINI ITX OC 6G Graphics Card, 170mm Compact Size, 6GB 192-Bit GDDR6, GV-N166SIXOC-6GD Video Card', 100)","GIGABYTE GeForce GTX 1660 SUPER MINI ITX OC 6G Graphics Card, 170mm Compact Size, 6GB 192-Bit GDDR6, GV-N166SIXOC-6GD Video Card",20,MSI,"GIGABYTE GeForce GTX 1660 SUPER MINI ITX OC 6G Graphics Card, 170mm Compact Size, 6GB 192-Bit GDDR6, GV-N166SIXOC-6GD Video Card",(4),680.99,gpu,680.99,131.41
ASUS GeForce GT 730 2GB GDDR5 Low Profile,75.0,,PcComponentes,2026-04-17,tarjetas-graficas,"('MSI GeForce GT 1030 DirectX 12 GT 1030 2GH LP OC 2GB 64-Bit GDDR5 PCI Express 3.0 x16 (uses x4) HDCP Ready Low Profile Video Card', 88)",MSI GeForce GT 1030 DirectX 12 GT 1030 2GH LP OC 2GB 64-Bit GDDR5 PCI Express 3.0 x16 (uses x4) HDCP Ready Low Profile Video Card,172,EVGA,MSI GeForce GT 1030 DirectX 12 GT 1030 2GH LP OC 2GB 64-Bit GDDR5 PCI Express 3.0 x16 (uses x4) HDCP Ready Low Profile Video Card,(20),,gpu,,
Gigabyte GeForce GT 710 2GB DDR3,64.95,,PcComponentes,2026-04-17,tarjetas-graficas,"('GIGABYTE GeForce GT 710 DirectX 12 GV-N710D5-2GL 2GB 64-Bit DDR5 PCI Express 2.0 x8 Low Profile Video Card', 92)",GIGABYTE GeForce GT 710 DirectX 12 GV-N710D5-2GL 2GB 64-Bit DDR5 PCI Express 2.0 x8 Low Profile Video Card,150,GIGABYTE,GIGABYTE GeForce GT 710 DirectX 12 GV-N710D5-2GL 2GB 64-Bit DDR5 PCI Express 2.0 x8 Low Profile Video Card,(56),605.99,gpu,605.99,541.04
ASUS GeForce RTX 3050 LP BRK OC Edition 6GB GDDR6,289.67,,PcComponentes,2026-04-17,tarjetas-graficas,"('ASUS TUF Gaming GeForce RTX 2060 OC Edition 6GB GDDR6 VR Ready HDMI 2.0b DP 1.4 Auto Extreme Graphics Card (TUF-RTX2060-O6G-GAMING)', 86)",ASUS TUF Gaming GeForce RTX 2060 OC Edition 6GB GDDR6 VR Ready HDMI 2.0b DP 1.4 Auto Extreme Graphics Card (TUF-RTX2060-O6G-GAMING),154,MSI,ASUS TUF Gaming GeForce RTX 2060 OC Edition 6GB GDDR6 VR Ready HDMI 2.0b DP 1.4 Auto Extreme Graphics Card (TUF-RTX2060-O6G-GAMING),(17),263.99,gpu,263.99,-25.68
ASUS Dual AMD Radeon RX 7900 XTX OC Edition 24GB GDDR6,1274.49,,PcComponentes,2026-04-17,tarjetas-graficas,"('ASUS AMD Radeon RX 5500 XT Overclocked O8G GDDR6 Dual Fan EVO Edition HDMI DisplayPort Gaming Graphics Card (DUAL-RX5500XT-O8G-EVO)', 81)",ASUS AMD Radeon RX 5500 XT Overclocked O8G GDDR6 Dual Fan EVO Edition HDMI DisplayPort Gaming Graphics Card (DUAL-RX5500XT-O8G-EVO),164,ASRock,ASUS AMD Radeon RX 5500 XT Overclocked O8G GDDR6 Dual Fan EVO Edition HDMI DisplayPort Gaming Graphics Card (DUAL-RX5500XT-O8G-EVO),(15),753.99,gpu,753.99,-520.5
AMD Radeon PRO W7500 8GB GDDR6,459.32,,PcComponentes,2026-04-17,tarjetas-graficas,"('Sapphire 11293-03-40G NITRO+ AMD Radeon RX 5700 XT 8GB GDDR6 2HDMI/2DisplayPort PCI-Express 4.0 Video Card', 80)",Sapphire 11293-03-40G NITRO+ AMD Radeon RX 5700 XT 8GB GDDR6 2HDMI/2DisplayPort PCI-Express 4.0 Video Card,244,MSI,Sapphire 11293-03-40G NITRO+ AMD Radeon RX 5700 XT 8GB GDDR6 2HDMI/2DisplayPort PCI-Express 4.0 Video Card,(2),"1,868.05",gpu,1868.05,1408.73
Gigabyte AMD Radeon RX 9070 GAMING OC 16GB GDDR6 FSR 4,718.99,,PcComponentes,2026-04-17,tarjetas-graficas,"('GIGABYTE Radeon RX 5700 XT GAMING OC 8G Graphics Card, PCIe 4.0, 8GB 256-Bit GDDR6, GV-R57XTGAMING OC-8GD Video Card', 80)","GIGABYTE Radeon RX 5700 XT GAMING OC 8G Graphics Card, PCIe 4.0, 8GB 256-Bit GDDR6, GV-R57XTGAMING OC-8GD Video Card",54,MSI,"GIGABYTE Radeon RX 5700 XT GAMING OC 8G Graphics Card, PCIe 4.0, 8GB 256-Bit GDDR6, GV-R57XTGAMING OC-8GD Video Card",(44),907.99,gpu,907.99,189.0
Gigabyte GeForce RTX 3050 OC Low Profile 6GB GDDR6,301.99,,PcComponentes,2026-04-17,tarjetas-graficas,"('GIGABYTE Geforce RTX 2060 OC GG Graphics Card, 2 x WINDFORCE Fans, 6GB 192-Bit GDDR6, GV-N2060OC-6GD  Video Card', 80)","GIGABYTE Geforce RTX 2060 OC GG Graphics Card, 2 x WINDFORCE Fans, 6GB 192-Bit GDDR6, GV-N2060OC-6GD  Video Card",75,GIGABYTE,"GIGABYTE Geforce RTX 2060 OC GG Graphics Card, 2 x WINDFORCE Fans, 6GB 192-Bit GDDR6, GV-N2060OC-6GD  Video Card",(2),"2,039.99",gpu,2039.99,1738.0
ASRock AMD Radeon RX 7600 Challenger OC 8GB GDDR6,320.99,,PcComponentes,2026-04-17,tarjetas-graficas,"('ASRock Radeon RX 5700 XT DirectX 12 RX 5700 XT CHALLENGER D 8G OC 8GB 256-Bit GDDR6 PCI Express 4.0 HDCP Ready Video Card', 90)",ASRock Radeon RX 5700 XT DirectX 12 RX 5700 XT CHALLENGER D 8G OC 8GB 256-Bit GDDR6 PCI Express 4.0 HDCP Ready Video Card,89,ASUS,ASRock Radeon RX 5700 XT DirectX 12 RX 5700 XT CHALLENGER D 8G OC 8GB 256-Bit GDDR6 PCI Express 4.0 HDCP Ready Video Card,(74),"1,474.99",gpu,1474.99,1154.0
Gigabyte GeForce GT 1030 Low Profile D4 2GB GDDR4,101.03,,PcComponentes,2026-04-17,tarjetas-graficas,"('GIGABYTE GeForce GT 1030 Low Profile 2GB, GV-N1030D5-2GL', 90)","GIGABYTE GeForce GT 1030 Low Profile 2GB, GV-N1030D5-2GL",307,GIGABYTE,"GIGABYTE GeForce GT 1030 Low Profile 2GB, GV-N1030D5-2GL",(6),800.57,gpu,800.57,699.54
Asus Dual GeForce RTX 3060 OC Edition V2 12GB GDDR6,497.43,,PcComponentes,2026-04-17,tarjetas-graficas,"('ASUS GeForce RTX 2080 SUPER Overclocked 8G GDDR6 Dual-Fan EVO Edition VR Ready HDMI DisplayPort 1.4 Graphics Card (DUAL-RTX2080S-O8G-EVO)', 81)",ASUS GeForce RTX 2080 SUPER Overclocked 8G GDDR6 Dual-Fan EVO Edition VR Ready HDMI DisplayPort 1.4 Graphics Card (DUAL-RTX2080S-O8G-EVO),94,ASUS,ASUS GeForce RTX 2080 SUPER Overclocked 8G GDDR6 Dual-Fan EVO Edition VR Ready HDMI DisplayPort 1.4 Graphics Card (DUAL-RTX2080S-O8G-EVO),(12),"1,454.40",gpu,1454.4,956.97
MSI GeForce RTX 3050 VENTUS 2X XS OC 8GB GDDR6,403.0,,PcComponentes,2026-04-17,tarjetas-graficas,"('MSI GeForce RTX 2080 SUPER DirectX 12 RTX 2080 Super Ventus XS OC 8GB 256-Bit GDDR6 PCI Express 3.0 x16 HDCP Ready SLI Support Video Card', 90)",MSI GeForce RTX 2080 SUPER DirectX 12 RTX 2080 Super Ventus XS OC 8GB 256-Bit GDDR6 PCI Express 3.0 x16 HDCP Ready SLI Support Video Card,197,EVGA,MSI GeForce RTX 2080 SUPER DirectX 12 RTX 2080 Super Ventus XS OC 8GB 256-Bit GDDR6 PCI Express 3.0 x16 HDCP Ready SLI Support Video Card,(5),"4,759.08",gpu,4759.08,4356.08
Asus GeForce GT 1030 Silent 2GB GDDR5,93.16,,PcComponentes,2026-04-17,tarjetas-graficas,"('MSI GeForce GT 1030 DirectX 12 GT 1030 2GH LP OC 2GB 64-Bit GDDR5 PCI Express 3.0 x16 (uses x4) HDCP Ready Low Profile Video Card', 81)",MSI GeForce GT 1030 DirectX 12 GT 1030 2GH LP OC 2GB 64-Bit GDDR5 PCI Express 3.0 x16 (uses x4) HDCP Ready Low Profile Video Card,172,EVGA,MSI GeForce GT 1030 DirectX 12 GT 1030 2GH LP OC 2GB 64-Bit GDDR5 PCI Express 3.0 x16 (uses x4) HDCP Ready Low Profile Video Card,(20),,gpu,,
Asus ROG Strix GeForce GTX 1660 Super OC 6GB GDDR6,169.9,,PcComponentes,2026-04-17,tarjetas-graficas,"('ASUS ROG Strix GeForce GTX 1660 SUPER Advanced 6GB Edition GDDR6 HDMI 2.0 DP 1.4 Gaming Graphics Card (ROG-STRIX-GTX1660S-A6G-GAMING)', 97)",ASUS ROG Strix GeForce GTX 1660 SUPER Advanced 6GB Edition GDDR6 HDMI 2.0 DP 1.4 Gaming Graphics Card (ROG-STRIX-GTX1660S-A6G-GAMING),316,Sapphire Tech,ASUS ROG Strix GeForce GTX 1660 SUPER Advanced 6GB Edition GDDR6 HDMI 2.0 DP 1.4 Gaming Graphics Card (ROG-STRIX-GTX1660S-A6G-GAMING),(1),"1,623.73",gpu,1623.73,1453.83
MSI GT 1030 2GHD4 LP OC 2GB DDR4,94.78,,PcComponentes,2026-04-17,tarjetas-graficas,"('MSI GeForce GT 1030 DirectX 12 GT 1030 2GD4 LP OC 2GB 64-Bit DDR4 PCI Express 3.0 x16 (Uses x4) HDCP Ready Low Profile Video Card', 90)",MSI GeForce GT 1030 DirectX 12 GT 1030 2GD4 LP OC 2GB 64-Bit DDR4 PCI Express 3.0 x16 (Uses x4) HDCP Ready Low Profile Video Card,390,,MSI GeForce GT 1030 DirectX 12 GT 1030 2GD4 LP OC 2GB 64-Bit DDR4 PCI Express 3.0 x16 (Uses x4) HDCP Ready Low Profile Video Card,,,gpu,,
Gigabyte AORUS GeForce RTX 3060 ELITE 12GB GDDR6,379.99,,PcComponentes,2026-04-17,tarjetas-graficas,"('GIGABYTE AORUS GeForce RTX 2080 SUPER DirectX 12 GV-N208SAORUS W-8GC 8GB 256-Bit GDDR6 PCI Express 3.0 x16 SLI Support ATX Video Card', 80)",GIGABYTE AORUS GeForce RTX 2080 SUPER DirectX 12 GV-N208SAORUS W-8GC 8GB 256-Bit GDDR6 PCI Express 3.0 x16 SLI Support ATX Video Card,63,GIGABYTE,GIGABYTE AORUS GeForce RTX 2080 SUPER DirectX 12 GV-N208SAORUS W-8GC 8GB 256-Bit GDDR6 PCI Express 3.0 x16 SLI Support ATX Video Card,(3),868.99,gpu,868.99,489.0
Tarjeta Gráfica GIGABYTE Radeon RX 9060 XT GAMING 8GB GDDR6 PCIe 5.0,408.46,,PcComponentes,2026-04-17,tarjetas-graficas,"('GIGABYTE Radeon RX 5700 XT GAMING OC 8G Graphics Card, PCIe 4.0, 8GB 256-Bit GDDR6, GV-R57XTGAMING OC-8GD Video Card', 80)","GIGABYTE Radeon RX 5700 XT GAMING OC 8G Graphics Card, PCIe 4.0, 8GB 256-Bit GDDR6, GV-R57XTGAMING OC-8GD Video Card",54,MSI,"GIGABYTE Radeon RX 5700 XT GAMING OC 8G Graphics Card, PCIe 4.0, 8GB 256-Bit GDDR6, GV-R57XTGAMING OC-8GD Video Card",(44),907.99,gpu,907.99,499.53
Gigabyte GeForce RTX 5050 Gaming OC 8GB GDDR6 Reflex 2 RTX AI DLSS4,352.04,,PcComponentes,2026-04-17,tarjetas-graficas,"('GIGABYTE GeForce RTX 2080 Super GAMING OC 8G (Rev 2.0) Graphics Card, 3 x WINDFORCE Fans, 8GB 256-Bit GDDR6, GV-N208SGAMING OC-8GC Video Card', 80)","GIGABYTE GeForce RTX 2080 Super GAMING OC 8G (Rev 2.0) Graphics Card, 3 x WINDFORCE Fans, 8GB 256-Bit GDDR6, GV-N208SGAMING OC-8GC Video Card",58,MSI,"GIGABYTE GeForce RTX 2080 Super GAMING OC 8G (Rev 2.0) Graphics Card, 3 x WINDFORCE Fans, 8GB 256-Bit GDDR6, GV-N208SGAMING OC-8GC Video Card",(10),"1,209.99",gpu,1209.99,857.95
Sapphire Pulse AMD Radeon RX 7600 Gaming 8GB GDDR6,366.21,,PcComponentes,2026-04-17,tarjetas-graficas,"('Sapphire 11293-01-20G PULSE AMD Radeon RX 5700 XT 8GB GDDR6 HDMI/3DisplayPort PCI-Express 4.0 Video Card', 86)",Sapphire 11293-01-20G PULSE AMD Radeon RX 5700 XT 8GB GDDR6 HDMI/3DisplayPort PCI-Express 4.0 Video Card,352,Sapphire Tech,Sapphire 11293-01-20G PULSE AMD Radeon RX 5700 XT 8GB GDDR6 HDMI/3DisplayPort PCI-Express 4.0 Video Card,,"2,669.67",gpu,2669.67,2303.46
Asus Dual GeForce RTX 2060 EVO 6GB GDDR6,239.99,,PcComponentes,2026-04-17,tarjetas-graficas,"('ASUS Dual GeForce RTX 2060 DirectX 12 DUAL-RTX2060-O6G 6GB 192-Bit GDDR6 PCI Express 3.0 HDCP Ready Video Card', 95)",ASUS Dual GeForce RTX 2060 DirectX 12 DUAL-RTX2060-O6G 6GB 192-Bit GDDR6 PCI Express 3.0 HDCP Ready Video Card,113,ASUS,ASUS Dual GeForce RTX 2060 DirectX 12 DUAL-RTX2060-O6G 6GB 192-Bit GDDR6 PCI Express 3.0 HDCP Ready Video Card,(57),"4,762.99",gpu,4762.99,4523.0
Nvidia RTX A1000 8GB GDDR6,558.5,,PcComponentes,2026-04-17,tarjetas-graficas,"('MSI NVIDIA GeForce RTX 2060 SUPER VENTUS GP OC 8GB GDDR6 HDMI/3DisplayPort PCI-Express Video Card', 87)",MSI NVIDIA GeForce RTX 2060 SUPER VENTUS GP OC 8GB GDDR6 HDMI/3DisplayPort PCI-Express Video Card,236,GIGABYTE,MSI NVIDIA GeForce RTX 2060 SUPER VENTUS GP OC 8GB GDDR6 HDMI/3DisplayPort PCI-Express Video Card,(7),935.71,gpu,935.71,377.21
AMD Radeon Pro W5700 8GB GDDR6,582.26,,PcComponentes,2026-04-17,tarjetas-graficas,"('Sapphire 11293-03-40G NITRO+ AMD Radeon RX 5700 XT 8GB GDDR6 2HDMI/2DisplayPort PCI-Express 4.0 Video Card', 80)",Sapphire 11293-03-40G NITRO+ AMD Radeon RX 5700 XT 8GB GDDR6 2HDMI/2DisplayPort PCI-Express 4.0 Video Card,244,MSI,Sapphire 11293-03-40G NITRO+ AMD Radeon RX 5700 XT 8GB GDDR6 2HDMI/2DisplayPort PCI-Express 4.0 Video Card,(2),"1,868.05",gpu,1868.05,1285.79
ASRock Challenger AMD Radeon RX 9070 16GB GDDR6 FSR 4,722.99,5/5,PcComponentes,2026-04-17,tarjetas-graficas,"('ASRock Challenger D Radeon RX 5600 XT DirectX 12 RX5600XT CLD 6GO 6GB 192-Bit GDDR6 PCI Express 4.0 x16 HDCP Ready Video Card', 80)",ASRock Challenger D Radeon RX 5600 XT DirectX 12 RX5600XT CLD 6GO 6GB 192-Bit GDDR6 PCI Express 4.0 x16 HDCP Ready Video Card,11,MSI,ASRock Challenger D Radeon RX 5600 XT DirectX 12 RX5600XT CLD 6GO 6GB 192-Bit GDDR6 PCI Express 4.0 x16 HDCP Ready Video Card,(1),"1,586.99",gpu,1586.99,864.0
ASRock Taichi AMD Radeon RX 9070 XT OC 16GB GDDR6 FSR 4,890.65,,PcComponentes,2026-04-17,tarjetas-graficas,"('ASRock Radeon RX 5700 XT DirectX 12 RX 5700 XT TAICHI X 8G OC+ 8GB 256-Bit GDDR6 PCI Express 4.0 HDCP Ready Video Card', 80)",ASRock Radeon RX 5700 XT DirectX 12 RX 5700 XT TAICHI X 8G OC+ 8GB 256-Bit GDDR6 PCI Express 4.0 HDCP Ready Video Card,49,ASUS,ASRock Radeon RX 5700 XT DirectX 12 RX 5700 XT TAICHI X 8G OC+ 8GB 256-Bit GDDR6 PCI Express 4.0 HDCP Ready Video Card,(4),"1,587.99",gpu,1587.99,697.34
ASUS DUAL AMD Radeon RX 9060 XT 8GB GDDR6 FSR 4,420.81,,PcComponentes,2026-04-17,tarjetas-graficas,"('ASUS AMD Radeon RX 5500 XT Overclocked O8G GDDR6 Dual Fan EVO Edition HDMI DisplayPort Gaming Graphics Card (DUAL-RX5500XT-O8G-EVO)', 81)",ASUS AMD Radeon RX 5500 XT Overclocked O8G GDDR6 Dual Fan EVO Edition HDMI DisplayPort Gaming Graphics Card (DUAL-RX5500XT-O8G-EVO),164,ASRock,ASUS AMD Radeon RX 5500 XT Overclocked O8G GDDR6 Dual Fan EVO Edition HDMI DisplayPort Gaming Graphics Card (DUAL-RX5500XT-O8G-EVO),(15),753.99,gpu,753.99,333.18
ASUS Dual Radeon RX 7700 XT OC Edition 12GB GDDR6,787.65,,PcComponentes,2026-04-17,tarjetas-graficas,"('ASUS AMD Radeon RX 5500 XT Overclocked O8G GDDR6 Dual Fan EVO Edition HDMI DisplayPort Gaming Graphics Card (DUAL-RX5500XT-O8G-EVO)', 85)",ASUS AMD Radeon RX 5500 XT Overclocked O8G GDDR6 Dual Fan EVO Edition HDMI DisplayPort Gaming Graphics Card (DUAL-RX5500XT-O8G-EVO),164,ASRock,ASUS AMD Radeon RX 5500 XT Overclocked O8G GDDR6 Dual Fan EVO Edition HDMI DisplayPort Gaming Graphics Card (DUAL-RX5500XT-O8G-EVO),(15),753.99,gpu,753.99,-33.66
ASUS TUF Gaming GeForce RTX 3070 V2 OC Edition LHR 8GB GDDR6,445.05,,PcComponentes,2026-04-17,tarjetas-graficas,"('ASUS TUF Gaming GeForce RTX 2060 OC Edition 6GB GDDR6 VR Ready HDMI 2.0b DP 1.4 Auto Extreme Graphics Card (TUF-RTX2060-O6G-GAMING)', 85)",ASUS TUF Gaming GeForce RTX 2060 OC Edition 6GB GDDR6 VR Ready HDMI 2.0b DP 1.4 Auto Extreme Graphics Card (TUF-RTX2060-O6G-GAMING),154,MSI,ASUS TUF Gaming GeForce RTX 2060 OC Edition 6GB GDDR6 VR Ready HDMI 2.0b DP 1.4 Auto Extreme Graphics Card (TUF-RTX2060-O6G-GAMING),(17),263.99,gpu,263.99,-181.06
AsRock AMD Radeon RX 6700 XT Challenger D 12GB GDDR6,389.99,,PcComponentes,2026-04-17,tarjetas-graficas,"('ASRock Challenger D Radeon RX 5600 XT DirectX 12 RX5600XT CLD 6GO 6GB 192-Bit GDDR6 PCI Express 4.0 x16 HDCP Ready Video Card', 84)",ASRock Challenger D Radeon RX 5600 XT DirectX 12 RX5600XT CLD 6GO 6GB 192-Bit GDDR6 PCI Express 4.0 x16 HDCP Ready Video Card,11,MSI,ASRock Challenger D Radeon RX 5600 XT DirectX 12 RX5600XT CLD 6GO 6GB 192-Bit GDDR6 PCI Express 4.0 x16 HDCP Ready Video Card,(1),"1,586.99",gpu,1586.99,1197.0
Asrock Radeon RX 6500 XT OC 4 GB GDDR6,289.99,,PcComponentes,2026-04-17,tarjetas-graficas,"('ASRock Radeon RX 5700 XT DirectX 12 RX 5700 XT TAICHI X 8G OC+ 8GB 256-Bit GDDR6 PCI Express 4.0 HDCP Ready Video Card', 88)",ASRock Radeon RX 5700 XT DirectX 12 RX 5700 XT TAICHI X 8G OC+ 8GB 256-Bit GDDR6 PCI Express 4.0 HDCP Ready Video Card,49,ASUS,ASRock Radeon RX 5700 XT DirectX 12 RX 5700 XT TAICHI X 8G OC+ 8GB 256-Bit GDDR6 PCI Express 4.0 HDCP Ready Video Card,(4),"1,587.99",gpu,1587.99,1298.0
Asus ROG Strix GeForce RTX 3090 Gaming 24GB GDDR6X,1299.99,,PcComponentes,2026-04-17,tarjetas-graficas,"('ASUS ROG STRIX GeForce RTX 2060 DirectX 12 ROG-STRIX-RTX2060-O6G-GAMING 6GB 192-Bit GDDR6 PCI Express 3.0 HDCP Ready Video Card', 80)",ASUS ROG STRIX GeForce RTX 2060 DirectX 12 ROG-STRIX-RTX2060-O6G-GAMING 6GB 192-Bit GDDR6 PCI Express 3.0 HDCP Ready Video Card,45,GIGABYTE,ASUS ROG STRIX GeForce RTX 2060 DirectX 12 ROG-STRIX-RTX2060-O6G-GAMING 6GB 192-Bit GDDR6 PCI Express 3.0 HDCP Ready Video Card,(10),"1,889.99",gpu,1889.99,590.0
Asus TUF Gaming GTX 1660TI EVO GAMING OC 6GB GDDR6,175.0,,PcComponentes,2026-04-17,tarjetas-graficas,"('ASUS ASUS TUF Gaming 3 Radeon RX 5600 XT TUF 3-RX5600XT-O6G-EVO-GAMING 6GB 192-Bit GDDR6 PCI Express 4.0 HDCP Ready CrossFireX Support Video Card', 81)",ASUS ASUS TUF Gaming 3 Radeon RX 5600 XT TUF 3-RX5600XT-O6G-EVO-GAMING 6GB 192-Bit GDDR6 PCI Express 4.0 HDCP Ready CrossFireX Support Video Card,198,ASUS,ASUS ASUS TUF Gaming 3 Radeon RX 5600 XT TUF 3-RX5600XT-O6G-EVO-GAMING 6GB 192-Bit GDDR6 PCI Express 4.0 HDCP Ready CrossFireX Support Video Card,(26),"1,575.99",gpu,1575.99,1400.99
Asus TUF Gaming GeForce GTX 1660 Ti EVO OC Edition 6GB GDDR6,416.75,,PcComponentes,2026-04-17,tarjetas-graficas,"('ASUS ROG Strix GeForce GTX 1660 SUPER Advanced 6GB Edition GDDR6 HDMI 2.0 DP 1.4 Gaming Graphics Card (ROG-STRIX-GTX1660S-A6G-GAMING)', 87)",ASUS ROG Strix GeForce GTX 1660 SUPER Advanced 6GB Edition GDDR6 HDMI 2.0 DP 1.4 Gaming Graphics Card (ROG-STRIX-GTX1660S-A6G-GAMING),316,Sapphire Tech,ASUS ROG Strix GeForce GTX 1660 SUPER Advanced 6GB Edition GDDR6 HDMI 2.0 DP 1.4 Gaming Graphics Card (ROG-STRIX-GTX1660S-A6G-GAMING),(1),"1,623.73",gpu,1623.73,1206.98
Asus TUF GeForce GTX 1660Ti O6G Gaming 6GB GDDR6,189.99,,PcComponentes,2026-04-17,tarjetas-graficas,"('ASUS TUF Gaming GeForce GTX 1660 Ti DirectX 12 TUF-GTX1660TI-O6G-GAMING 6GB 192-Bit GDDR6 PCI Express 3.0 HDCP Ready Video Card', 92)",ASUS TUF Gaming GeForce GTX 1660 Ti DirectX 12 TUF-GTX1660TI-O6G-GAMING 6GB 192-Bit GDDR6 PCI Express 3.0 HDCP Ready Video Card,391,,ASUS TUF Gaming GeForce GTX 1660 Ti DirectX 12 TUF-GTX1660TI-O6G-GAMING 6GB 192-Bit GDDR6 PCI Express 3.0 HDCP Ready Video Card,,,gpu,,
Biostar GeForce GT730 2GB DDR3 Low Profile,74.99,,PcComponentes,2026-04-17,tarjetas-graficas,"('MSI GeForce GT 710 DirectX 12 GT 710 2GD3H LP 2GB 64-Bit DDR3 PCI Express 2.0 x16 HDCP Ready Low Profile Video Card', 80)",MSI GeForce GT 710 DirectX 12 GT 710 2GD3H LP 2GB 64-Bit DDR3 PCI Express 2.0 x16 HDCP Ready Low Profile Video Card,171,ASUS,MSI GeForce GT 710 DirectX 12 GT 710 2GD3H LP 2GB 64-Bit DDR3 PCI Express 2.0 x16 HDCP Ready Low Profile Video Card,(10),831.99,gpu,831.99,757.0
Biostar Radeon RX 550 Gaming 4GB GDDR5,155.23,,PcComponentes,2026-04-17,tarjetas-graficas,"('ASRock Phantom Gaming D Radeon RX 570 DirectX 12 RX570 4G 4GB 256-Bit GDDR5 PCI Express 3.0 x16 HDCP Ready Video Card', 81)",ASRock Phantom Gaming D Radeon RX 570 DirectX 12 RX570 4G 4GB 256-Bit GDDR5 PCI Express 3.0 x16 HDCP Ready Video Card,137,MSI,ASRock Phantom Gaming D Radeon RX 570 DirectX 12 RX570 4G 4GB 256-Bit GDDR5 PCI Express 3.0 x16 HDCP Ready Video Card,(3),188.99,gpu,188.99,33.76
EVGA GeForce GTX 1660 SC Ultra Gaming 6GB GDDR5,380.29,,PcComponentes,2026-04-17,tarjetas-graficas,"('EVGA GeForce GTX 1660 SC ULTRA GAMING, 06G-P4-1067-KR, 6GB GDDR5, Dual Fan, Metal Backplate', 100)","EVGA GeForce GTX 1660 SC ULTRA GAMING, 06G-P4-1067-KR, 6GB GDDR5, Dual Fan, Metal Backplate",70,MSI,"EVGA GeForce GTX 1660 SC ULTRA GAMING, 06G-P4-1067-KR, 6GB GDDR5, Dual Fan, Metal Backplate",(10),"4,270.99",gpu,4270.99,3890.7
EVGA GeForce RTX 2060 KO Ultra Gaming 6GB GDDR6,512.43,,PcComponentes,2026-04-17,tarjetas-graficas,"('EVGA GeForce RTX 2060 KO ULTRA GAMING Video Card, 06G-P4-2068-KR, 6GB GDDR6, Dual Fans, Metal Backplate', 100)","EVGA GeForce RTX 2060 KO ULTRA GAMING Video Card, 06G-P4-2068-KR, 6GB GDDR6, Dual Fans, Metal Backplate",8,EVGA,"EVGA GeForce RTX 2060 KO ULTRA GAMING Video Card, 06G-P4-2068-KR, 6GB GDDR6, Dual Fans, Metal Backplate",(2),"1,511.99",gpu,1511.99,999.56
EVGA GeForce RTX 2060 SC OVERCLOCKED 6GB GDDR6,528.98,,PcComponentes,2026-04-17,tarjetas-graficas,"('EVGA GeForce RTX 2070 SUPER XC ULTRA+ Video Card, OVERCLOCKED, 2.75-Slot Extreme Cool Dual, 70C Gaming, RGB, Metal Backplate, 08G-P4-3175-KR, 8GB 15.5 GHz GDDR6', 85)","EVGA GeForce RTX 2070 SUPER XC ULTRA+ Video Card, OVERCLOCKED, 2.75-Slot Extreme Cool Dual, 70C Gaming, RGB, Metal Backplate, 08G-P4-3175-KR, 8GB 15.5 GHz GDDR6",44,EVGA,"EVGA GeForce RTX 2070 SUPER XC ULTRA+ Video Card, OVERCLOCKED, 2.75-Slot Extreme Cool Dual, 70C Gaming, RGB, Metal Backplate, 08G-P4-3175-KR, 8GB 15.5 GHz GDDR6",(18),"2,343.99",gpu,2343.99,1815.01
EVGA GeForce RTX 2080 Ti XC Ultra Gaming 11GB GDDR6,349.99,,PcComponentes,2026-04-17,tarjetas-graficas,"('EVGA GeForce RTX 2080 Ti XC ULTRA GAMING, 11G-P4-2383-KR, 11GB GDDR6, Dual HDB Fans & RGB LED', 100)","EVGA GeForce RTX 2080 Ti XC ULTRA GAMING, 11G-P4-2383-KR, 11GB GDDR6, Dual HDB Fans & RGB LED",152,MSI,"EVGA GeForce RTX 2080 Ti XC ULTRA GAMING, 11G-P4-2383-KR, 11GB GDDR6, Dual HDB Fans & RGB LED",(2),350.99,gpu,350.99,1.0
EVGA GeForce RTX 3070 FTW3 ULTRA GAMING 8GB GDDR6,336.05,,PcComponentes,2026-04-17,tarjetas-graficas,"('EVGA GeForce RTX 2070 SUPER FTW3 ULTRA+ Video Card, OVERCLOCKED, 2.75 Slot Extreme Cool Triple + iCX2, 65C Gaming, RGB, Metal Backplate, 08G-P4-3377-KR, 8GB 15.5 GHz GDDR6', 95)","EVGA GeForce RTX 2070 SUPER FTW3 ULTRA+ Video Card, OVERCLOCKED, 2.75 Slot Extreme Cool Triple + iCX2, 65C Gaming, RGB, Metal Backplate, 08G-P4-3377-KR, 8GB 15.5 GHz GDDR6",52,GIGABYTE,"EVGA GeForce RTX 2070 SUPER FTW3 ULTRA+ Video Card, OVERCLOCKED, 2.75 Slot Extreme Cool Triple + iCX2, 65C Gaming, RGB, Metal Backplate, 08G-P4-3377-KR, 8GB 15.5 GHz GDDR6",(3),"2,040.99",gpu,2040.99,1704.94
