Nombre,Precio,Valoracion,Tienda,Fecha,componente
"Acer SA100 2.5"" SSD 240GB SATA 3",56.99,N/A,PcComponentes,2026-04-15,discos-duros
Intenso Premium SSD 250GB M.2 NVMe PCIe 3.0,59.96,,PcComponentes,2026-04-15,discos-duros
SanDisk Extreme SSD Externo V2 2TB USB-C,248.99,,PcComponentes,2026-04-15,discos-duros
Kingston XS1000 Disco SSD Externo 2TB USB 3.2 Negro,199.95,,PcComponentes,2026-04-15,discos-duros
Samsung Portable SSD T9 Disco Duro Externo 1TB USB-C,179.0,,PcComponentes,2026-04-15,discos-duros
WD Black C50 Tarjeta de Expansión 1TB para Xbox Series X/S,162.99,,PcComponentes,2026-04-15,discos-duros
Lexar NM790 2TB SSD M.2 NVMe PCIe 4.0 SLC,296.02,,PcComponentes,2026-04-15,discos-duros
Seagate IronWolf Nas 2 TB SATA3,160.39,,PcComponentes,2026-04-15,discos-duros
SSD Crucial P510 2TB M.2 PCIe 5.0 NVMe 10000MB/s 8700MB/s TLC Negro,259.95,,PcComponentes,2026-04-15,discos-duros
Crucial BX500 240Gb Disco SSD SATA3 540MB/S,61.99,,PcComponentes,2026-04-15,discos-duros
"Verbatim Vi550 S3 512GB SSD 2.5"" SATA 3",106.0,,PcComponentes,2026-04-15,discos-duros
Western Digital 6TB Externo USB 3.2 Gen 1 My Passport 2.5″ Negro + Carcasa Plástico,204.99,,PcComponentes,2026-04-15,discos-duros
Disco Duro Western Digital Purple WD44PURZ 4TB HDD 175 MB/s Videovigilancia CMR,179.87,N/A,PcComponentes,2026-04-15,discos-duros
"Seagate IronWolf Pro NAS 10TB 3.5"" SATA 3",367.99,,PcComponentes,2026-04-15,discos-duros
"WD Blue SA510 2.5"" 2TB SSD SATA 3",279.95,,PcComponentes,2026-04-15,discos-duros
"Synology Plus Series HAT3300 3.5"" 6TB SATA 3",299.95,,PcComponentes,2026-04-15,discos-duros
"WD Purple 3.5"" 8TB SATA III",304.99,,PcComponentes,2026-04-15,discos-duros
Crucial BX500 2Tb Disco SSD SATA3 540MB/S,228.95,,PcComponentes,2026-04-15,discos-duros
Samsung 9100 PRO 1TB NVMe M.2 SSD PCIe 5.0,199.0,,PcComponentes,2026-04-15,discos-duros
Intenso Top SSD 256 GB SATA3,44.95,,PcComponentes,2026-04-15,discos-duros
Samsung 870 EVO 2TB Disco SSD SATA3 560MB,415.99,"4,7/5",PcComponentes,2026-04-15,discos-duros
Western Digital 6TB HDD 2.5″ USB 3.2 Gen 1 My Passport + Carcasa Plástico Rojo,206.99,"4,5/5",PcComponentes,2026-04-15,discos-duros
MSI SPATIUM M461 SSD 1TB NVMe M.2 Gen4x4,169.95,"4,8/5",PcComponentes,2026-04-15,discos-duros
Apacer AS2280Q4U SSD 1TB M.2 PCIe Gen4 PS5/PC con Disipador de Calor,190.88,"4,9/5",PcComponentes,2026-04-15,discos-duros
Disco Duro Synology HAT3320-8T 8TB HDD 7200rpm SATA III 281 MB/s NAS,395.49,"2,8/5",PcComponentes,2026-04-15,discos-duros
Intenso Top Performance SSD M.2 2280 256GB SATA3,45.96,,PcComponentes,2026-04-15,discos-duros
"Seagate SkyHawk 3.5"" 1TB SATA 3",101.45,,PcComponentes,2026-04-15,discos-duros
Kingston XS1000 Disco SSD Externo 1TB USB 3.2 Rojo,145.35,,PcComponentes,2026-04-15,discos-duros
Silicon Power P34A60 256GB SSD M.2 PCIe Gen3×4,62.94,,PcComponentes,2026-04-15,discos-duros
WD Black SN850X 1TB Disco SSD 7300MB/S NVMe PCIe 4.0 M.2 Gen4 16GT/s,208.55,,PcComponentes,2026-04-15,discos-duros
"Seagate Basic 2.5"" 4TB USB 3.0",129.95,,PcComponentes,2026-04-15,discos-duros
"Samsung 870 EVO SSD 2.5"" 500GB SATA3 Negro",200.4,,PcComponentes,2026-04-15,discos-duros
SanDisk Extreme SSD Externo V2 4TB USB-C,459.99,,PcComponentes,2026-04-15,discos-duros
"WD Red SA500 SSD 2.5"" 2TB SATA 3",566.88,,PcComponentes,2026-04-15,discos-duros
Samsung Portable SSD T9 Disco Duro Externo 2TB USB-C,266.9,,PcComponentes,2026-04-15,discos-duros
"WD Elements 4TB 2.5"" USB 3.0 Negro",139.95,,PcComponentes,2026-04-15,discos-duros
Intenso HDD Externo 1 TB USB 3.0 Negro,66.99,,PcComponentes,2026-04-15,discos-duros
Lexar NM790 1TB SSD M.2 2280 PCIe 4.0 NVMe SLC,190.12,,PcComponentes,2026-04-15,discos-duros
SSD Crucial P310 2TB M.2 PCIe Gen4 NVMe 7100MB/s Disipador Térmico Licencia Oficial PS5,248.0,,PcComponentes,2026-04-15,discos-duros
"Seagate Exos X22 3.5"" 22TB SATA 3",782.98,,PcComponentes,2026-04-15,discos-duros
"Intenso Top 2.5"" 1TB SSD SATA 3",131.09,,PcComponentes,2026-04-15,discos-duros
Disco Duro Team Group NV5000 1TB M.2 SSD 4500 MB/s NVMe PCIe 4.0,165.0,N/A,PcComponentes,2026-04-15,discos-duros
"Silicon Power Ace A55 2.5"" 512GB SSD SATA 3",84.99,,PcComponentes,2026-04-15,discos-duros
Crucial X9 Disco Externo SSD 2TB USB-C Negro,216.99,,PcComponentes,2026-04-15,discos-duros
"WD Elements Desktop 20 TB Disco Externo 3.5""  USB 3.0  Negro",460.99,,PcComponentes,2026-04-15,discos-duros
"Crucial BX500 4TB SSD 2.5"" SATA 3",390.0,,PcComponentes,2026-04-15,discos-duros
"WD Elements 2TB 2.5"" USB 3.0 Negro",93.99,,PcComponentes,2026-04-15,discos-duros
WD Elements Desktop 18TB USB 3.0,429.99,,PcComponentes,2026-04-15,discos-duros
"WD My Book 12TB 3.5"" USB 3.0 Negro",279.95,,PcComponentes,2026-04-15,discos-duros
Western Digital Red Plus WD100EFGX 10TB HDD 7200rpm 215MB/s  NAS,383.49,,PcComponentes,2026-04-15,discos-duros
"WD Red Pro 3.5"" 6TB 256MB SATA 3",277.09,,PcComponentes,2026-04-15,discos-duros
"WD Blue SA510 2.5"" 500GB SSD SATA 3",176.66,,PcComponentes,2026-04-15,discos-duros
Samsung 990 EVO Plus 4TB Disco SSD 7250MB/S NVME PCIe 5.0 x2 NVMe 2.0 NAND,529.0,,PcComponentes,2026-04-15,discos-duros
"Seagate IronWolf Pro 3.5"" 24TB SATA 3",907.61,,PcComponentes,2026-04-15,discos-duros
"Seagate Expansion Desktop 3.5"" 6TB USB 3.0 Negro",174.99,,PcComponentes,2026-04-15,discos-duros
Intenso Top SSD 512 GB SATA3,84.95,,PcComponentes,2026-04-15,discos-duros
"WD Elements Desktop 12TB 3.5"" USB 3.0",284.99,,PcComponentes,2026-04-15,discos-duros
"WD Red Plus NAS 8TB Disco Interno HDD 3.5"" 256MB SATA 3",364.54,,PcComponentes,2026-04-15,discos-duros
"Synology Plus Series HAT3310-16T 3.5"" 16TB SATA NAS",536.32,,PcComponentes,2026-04-15,discos-duros
"Silicon Power Ace A55 2.5"" 256GB SSD SSD SATA 3",49.95,,PcComponentes,2026-04-15,discos-duros
SSD M.2 Crucial P310 1TB PCIe 4.0 NVMe 7100MB/s Disipador Térmico Licencia Oficial PS5,166.99,"4,8/5",PcComponentes,2026-04-15,discos-duros
Samsung 990 PRO 2TB SSD PCIe 4.0 NVMe M.2 con Disipador Térmico,326.24,"4,7/5",PcComponentes,2026-04-15,discos-duros
"Intenso Top 2.5"" 2TB SSD SATA 3",272.0,"4,6/5",PcComponentes,2026-04-15,discos-duros
Samsung 990 PRO 4TB SSD PCIe 4.0 NVMe M.2 con Disipador Térmico,499.0,"4,7/5",PcComponentes,2026-04-15,discos-duros
Samsung T7 Shield Disco Duro SSD 2TB USB-C Negro,277.57,"4,6/5",PcComponentes,2026-04-15,discos-duros
Disco Duro HPE 480GB SSD SATA 6Gb/s P40497-B21 SFF Lectura Intensiva Hot-Swap,985.7,N/A,PcComponentes,2026-04-15,discos-duros
Intenso Premium SSD 500GB M.2 NVMe PCIe 3.0,101.99,,PcComponentes,2026-04-15,discos-duros
Synology SNV3410-400G SSD 400GB M.2 2280 NVMe PCIe 3.0x4,349.74,,PcComponentes,2026-04-15,discos-duros
Seagate Expansion Desktop 20TB HDD 3.5″ USB 3.2 Gen 1 Externo Negro + Adaptador Energía,487.99,,PcComponentes,2026-04-15,discos-duros
Crucial X9 Disco Externo SSD 4TB USB-C Negro,438.0,,PcComponentes,2026-04-15,discos-duros
Disco Duro Lexar 1TB SSD NVMe PCIe Gen4x4 6500MB/s NQ780 M.2 2280 + DiskMaster,173.9,N/A,PcComponentes,2026-04-15,discos-duros
Adata Legend 710 M.2 1TB NVMe NAND Gen3x4,160.99,,PcComponentes,2026-04-15,discos-duros
"Disco Duro Intenso Memory Safe 1TB HDD 2,5"" 5400rpm USB 3.2 Azul Plug&Play",82.99,N/A,PcComponentes,2026-04-15,discos-duros
"Synology Plus Series HAT3310-12T 3.5"" 12TB SATA NAS",415.99,,PcComponentes,2026-04-15,discos-duros
Kioxia Exceria Plus G3 2TB Disco SSD 5000MB/S NVMe PCIe 4.0 M.2 Gen4,296.99,,PcComponentes,2026-04-15,discos-duros
Acer FA100 SSD 512GB M.2 PCIe Gen3 NVMe,111.95,,PcComponentes,2026-04-15,discos-duros
"Seagate Ironwolf NAS 3.5"" 6 TB SATA 3",261.58,,PcComponentes,2026-04-15,discos-duros
"Seagate Expansion Desktop 3.5"" 10TB USB 3.0 Negro",265.0,,PcComponentes,2026-04-15,discos-duros
"WD My Passport 1TB 2.5"" USB 3.2 Negro",101.53,,PcComponentes,2026-04-15,discos-duros
"WD Red Pro 3.5"" 16TB 512MB SATA 3",559.0,,PcComponentes,2026-04-15,discos-duros
Samsung 4TB SSD M.2 PCIe 5.0 14800MB/s V-NAND TLC NVMe 2.0 + Encriptación,499.95,,PcComponentes,2026-04-15,discos-duros
"Intenso Top SSD 2.5"" 512GB M.2 SATA 3",88.95,,PcComponentes,2026-04-15,discos-duros
Kingston KC600 SSD 256GB SATA3 mSATA 3D TLC NAND,95.66,,PcComponentes,2026-04-15,discos-duros
Samsung 990 PRO 1TB SSD PCIe 4.0 NVMe M.2 con Disipador Térmico,210.99,,PcComponentes,2026-04-15,discos-duros
"WD Purple 1TB 3.5"" SATA 3",108.49,,PcComponentes,2026-04-15,discos-duros
"WD Purple 3.5"" 6 TB SATA 3",219.95,,PcComponentes,2026-04-15,discos-duros
"Emtec X150 SSD Power Plus 2.5"" 240GB SATA 3",48.94,,PcComponentes,2026-04-15,discos-duros
"Seagate SkyHawk 8TB 3.5"" SATA 3",302.72,,PcComponentes,2026-04-15,discos-duros
"Kingston SKC600 2.5"" SSD 256GB SATA3 NAND TLC 3D",90.36,,PcComponentes,2026-04-15,discos-duros
WD My Passport 2TB USB 3.0 Negro,117.99,,PcComponentes,2026-04-15,discos-duros
"WD Red Pro 3.5"" 4TB 256MB SATA 3",240.8,,PcComponentes,2026-04-15,discos-duros
Kingston NV3 4TB Disco SSD 6000MB/s NVMe PCIe 4.0 M.2 Gen4 3D NAND,484.99,,PcComponentes,2026-04-15,discos-duros
"WD Red SA500 NAS 1TB SSD 2.5"" SATA 3",314.0,,PcComponentes,2026-04-15,discos-duros
MSI SPATIUM M461 SSD 2TB NVMe M.2 Gen4x4,295.99,,PcComponentes,2026-04-15,discos-duros
Kingston DC600M 2.5” SSD 480GB Uso Mixto Enterprise SATA 3.0,279.95,,PcComponentes,2026-04-15,discos-duros
Intenso Top 128GB SSD M.2 SATA 3,33.99,,PcComponentes,2026-04-15,discos-duros
WD BLACK SN7100 500GB Disco SSD 6800MB/s NVMe PCIe 4.0 M.2 Gen4 TLC 3D NAND,158.99,,PcComponentes,2026-04-15,discos-duros
"Western Digital My Passport 4TB 2.5"" USB 3.1 Negro",142.99,,PcComponentes,2026-04-15,discos-duros
"WD Blue 3.5"" 6TB 5400 RPM 256MB CMR SATA 3",212.28,,PcComponentes,2026-04-15,discos-duros
"Disco Duro Sandisk SSD Plus 500GB SSD 2.5"" 6 Gbit/s SLC Caching",123.0,,PcComponentes,2026-04-15,discos-duros
Disco Duro Western Digital 10 TB HDD 7200 rpm 272 MB/s Purple Pro WD102PURP + Buffer 512 MB,369.95,N/A,PcComponentes,2026-04-15,discos-duros
Kingston KC3000 SSD 1TB M.2 PCIe 4.0 NVMe,213.14,"4,8/5",PcComponentes,2026-04-15,discos-duros
"WD Elements Desktop 10TB 3.5"" USB 3.0",244.99,"4,6/5",PcComponentes,2026-04-15,discos-duros
"Intenso Memory Center 8TB 3.5"" USB 3.0 Negro",205.99,"4,5/5",PcComponentes,2026-04-15,discos-duros
Disco Duro Seagate Expansion STKP22000400 22 TB HDD USB 3.2 Gen 1 Externo,579.0,N/A,PcComponentes,2026-04-15,discos-duros
Lexar NM620 1TB SSD M.2 PCIe 3.0 3D TLC NAND NVMe,161.99,,PcComponentes,2026-04-15,discos-duros
Lexar NM610PRO 500GB SSD M.2 PCI Express 3.0 NVMe,116.01,,PcComponentes,2026-04-15,discos-duros
"Samsung 870 EVO SSD 2.5"" 250GB SATA3 Negro",128.6,,PcComponentes,2026-04-15,discos-duros
"WD My Passport 5TB 2.5"" USB 3.1 Negro",146.99,,PcComponentes,2026-04-15,discos-duros
Intenso Premium SSD 1TB M.2 NVMe PCIe 3.0,152.99,,PcComponentes,2026-04-15,discos-duros
"WD Elements Desktop 8TB 3.5"" USB 3.0",249.01,,PcComponentes,2026-04-15,discos-duros
Western Digital My Passport for Mac  6TB HDD 2.5″ 5000Mbit/s Azul Micro-USB B + Certificaciones Pro,220.99,,PcComponentes,2026-04-15,discos-duros
"Synology SAT5221 3,84TB SSD SATA III 500MB/s Enterprise Series + 90000 IOPS NAS",3259.0,N/A,PcComponentes,2026-04-15,discos-duros
Adata LEGEND 900 1TB Disco SSD 7000MB/s NVMe PCIe 4.0 M.2 Gen4 3D NAND,198.94,,PcComponentes,2026-04-15,discos-duros
"Kingston DC600M 2.5"" SSD 960GB Uso Mixto Enterprise SATA 3.0",469.95,,PcComponentes,2026-04-15,discos-duros
"Seagate SkyHawk 2TB 3.5"" SATA 3",129.13,,PcComponentes,2026-04-15,discos-duros
"Silicon Power Slim S55 2.5"" 240GB SSD SATA 3",49.99,,PcComponentes,2026-04-15,discos-duros
WD Green SN3000 1TB Disco SSD 5000MB/s NVMe PCIe 4.0 M.2 Gen4 QLC 3D NAND,166.99,,PcComponentes,2026-04-15,discos-duros
"PNY CS900 2.5"" 1TB SSD SATA 3 TLC",131.5,,PcComponentes,2026-04-15,discos-duros
"WD Red Plus 3.5"" 2TB 64MB SATA 3",170.01,,PcComponentes,2026-04-15,discos-duros
Disco Duro Seagate Exos M 32TB HDD 7200rpm SATA 285MB/s Hot-Swap,1258.03,,PcComponentes,2026-04-15,discos-duros
Samsung 1TB SSD M.2 PCIe 5.0 14700MB/s NVMe 2.0 + Cifrado AES 256-bit,214.94,,PcComponentes,2026-04-15,discos-duros
"Kingston KC600 SSD 2.5"" 1TB  SATA3",268.4,,PcComponentes,2026-04-15,discos-duros
Kingston XS2000 SSD Externo 500GB USB 3.2,110.0,,PcComponentes,2026-04-15,discos-duros
WD Elements Disco Externo 6TB USB 3.0,174.99,,PcComponentes,2026-04-15,discos-duros
"WD My Passport 4TB 2.5"" USB 3.1 Rojo",134.0,,PcComponentes,2026-04-15,discos-duros
Intenso TX100 Disco Duro Externo SSD 500GB USB-C Azul,78.99,,PcComponentes,2026-04-15,discos-duros
SanDisk Extreme PRO SSD Externo V2 1TB USB-C 3.2,224.0,,PcComponentes,2026-04-15,discos-duros
"Disco Duro Crucial BX500 CT1000BX500SSD1 1TB SSD 2.5"" 6 Gbit/s 3D NAND",151.99,,PcComponentes,2026-04-15,discos-duros
SanDisk Extreme PRO 4TB Disco SSD Externo 3800MB/s USB-C 4 Thunderbolt Negro,649.0,,PcComponentes,2026-04-15,discos-duros
Kingston XS1000 Disco SSD Externo 2TB USB 3.2 Rojo,211.85,,PcComponentes,2026-04-15,discos-duros
Samsung Portable SSD T9 Disco Duro Externo 4TB USB-C,649.0,,PcComponentes,2026-04-15,discos-duros
"WD Purple 1TB 3.5"" SATA3",99.95,,PcComponentes,2026-04-15,discos-duros
Silicon Power P34A60 512GB SSD M.2 PCIe Gen3×4,103.0,,PcComponentes,2026-04-15,discos-duros
WD Elements SE SSD 2TB USB 3.0,214.29,,PcComponentes,2026-04-15,discos-duros
"LaCie Rugged 5TB 2.5"" USB-C",214.99,,PcComponentes,2026-04-15,discos-duros
Samsung 2TB NVMe M.2 PCIe 5.0 14700MB/s V-NAND TLC AES256 S.M.A.R.T./TRIM,329.95,,PcComponentes,2026-04-15,discos-duros
"MSI SPATIUM S270 2.5"" 240GB SSD SATA3 3D NAND",55.99,,PcComponentes,2026-04-15,discos-duros
Kingston FURY Renegade G5 2TB Disco SSD 14700MB/s NVMe PCIe 5.0 M.2 Gen5 3D TLC,398.99,,PcComponentes,2026-04-15,discos-duros
Crucial P3 Plus 2TB SSD M.2 3D NAND NVMe PCIe 4.0,288.74,,PcComponentes,2026-04-15,discos-duros
"Intenso Disco Duro Externo 2TB 2.5"" USB 3.0 Negro",91.98,"4,8/5",PcComponentes,2026-04-15,discos-duros
Apacer AS2280P4 M.2 512GB PCIe 3.0 3D TLC NVMe,99.95,"4,6/5",PcComponentes,2026-04-15,discos-duros
Kingston FURY Renegade G5 4TB Disco SSD 14800MB/s NVMe PCIe 5.0 M.2 Gen5 3D TLC,738.41,"4,5/5",PcComponentes,2026-04-15,discos-duros
Disco Duro Kingston Dual USB-A/C 512GB SSD 1050MB/s Compacto Plug&Play,128.57,"4,8/5",PcComponentes,2026-04-15,discos-duros
"Goodram CX400 Gen.2 SSD 2.5"" 256GB SATA 3 3D TLC",58.0,"4,6/5",PcComponentes,2026-04-15,discos-duros
"SanDisk Ultra 3D 2.5"" SSD 1TB SATA3 3D NAND",202.99,,PcComponentes,2026-04-15,discos-duros
Silicon Power A55 256GB SSD M.2 2280 SATA III,51.99,,PcComponentes,2026-04-15,discos-duros
PNY CS1030 1TB SSD M.2 PCIe NVMe 3D NAND,152.99,,PcComponentes,2026-04-15,discos-duros
"Seagate IronWolf Pro ST8000NT001 3.5"" 8TB SATA",366.9,,PcComponentes,2026-04-15,discos-duros
WD Black SN8100 2TB Disco SSD 14900 MB/s M.2 PCIe 5.0 NVMe TLC 3D NAND,499.95,,PcComponentes,2026-04-15,discos-duros
"GoodRam CX400 2.5"" SSD 512GB SATA 3",95.99,,PcComponentes,2026-04-15,discos-duros
Disco Duro Seagate IronWolf Pro ST28000NT000 28TB HDD 7200rpm SATA III NAS CMR,1102.14,N/A,PcComponentes,2026-04-15,discos-duros
Intenso Premium Edition SSD Externo 512GB USB 3.0,77.69,,PcComponentes,2026-04-15,discos-duros
"Seagate IronWolf 3.5"" 8TB SATA 3",360.05,,PcComponentes,2026-04-15,discos-duros
WD Blue SN5000 1TB Disco SSD M.2 PCIe 4.0 NVMe Gen4,186.03,,PcComponentes,2026-04-15,discos-duros
"WD Elements Desktop 14TB 3.5"" USB 3.0",337.23,,PcComponentes,2026-04-15,discos-duros
"WD Purple 4TB 3.5"" SATA 3",203.99,,PcComponentes,2026-04-15,discos-duros
Intenso Premium Edition SSD Externo 256GB USB 3.0,48.99,,PcComponentes,2026-04-15,discos-duros
WD Blue SN5000 4TB Disco SSD M.2 PCIe 4.0 NVMe Gen4,496.09,,PcComponentes,2026-04-15,discos-duros
Kingston KC3000 SSD 512GB M.2 PCIe 4.0 NVMe,187.37,,PcComponentes,2026-04-15,discos-duros
Disco Duro Western Digital SN8100 1 TB PCIe 5.0x4 NVMe M.2 SSD,289.95,,PcComponentes,2026-04-15,discos-duros
Disco Duro Western Digital 12TB HDD 7200rpm Pro NAS 267MB/s Red Pro + 512MB Caché,459.55,,PcComponentes,2026-04-15,discos-duros
WD Black SN850X 2TB Disco SSD 7300MB/S con Disipador NVMe PCIe 4.0 M.2 Gen4 16GT/s,409.99,,PcComponentes,2026-04-15,discos-duros
SSD Kingston NV3 1TB M.2 2230 PCIe 4.0 NVMe 6000MB/s 3D NAND Gaming,200.99,,PcComponentes,2026-04-15,discos-duros
WD My Passport 2TB USB 3.1 Rojo,99.95,,PcComponentes,2026-04-15,discos-duros
"Disco Duro Lexar NQ100 2 TB SSD 2.5"" 550 MB/s Resistente a golpes",296.99,N/A,PcComponentes,2026-04-15,discos-duros
"Seagate Basic 2.5"" 5TB USB 3.0",175.47,,PcComponentes,2026-04-15,discos-duros
Kingston XS2000 SSD Externo 2TB USB 3.2,349.95,,PcComponentes,2026-04-15,discos-duros
"Intenso Top SSD 2.5"" 1TB M.2 SATA 3",139.98,,PcComponentes,2026-04-15,discos-duros
Adata Legend 710 M.2 512GB NVMe NAND Gen3x4,101.99,,PcComponentes,2026-04-15,discos-duros
"WD Red SA500 NAS 500GB SSD 2.5"" SATA 3",177.99,,PcComponentes,2026-04-15,discos-duros
"Disco Duro Sandisk SSD Plus 2TB 2.5"" SATA 6 Gbit/s 545 MB/s Antigolpes",374.99,,PcComponentes,2026-04-15,discos-duros
Disco Duro Western Digital Black SN8100 4TB M.2 PCIe 5.0 NVMe Encriptado,829.0,,PcComponentes,2026-04-15,discos-duros
"Disco Duro Sandisk SSD Plus 1TB 2.5"" SATA 6 Gbit/s 545 MB/s Antigolpes",189.95,,PcComponentes,2026-04-15,discos-duros
"Seagate IronWolf Pro 3.5"" 20TB SATA 3",619.0,,PcComponentes,2026-04-15,discos-duros
Intenso TX100 Disco Duro Externo SSD 250GB USB-C Azul,62.4,,PcComponentes,2026-04-15,discos-duros
"Sandisk Plus 1TB SSD 2.5"" SATA 3",164.95,,PcComponentes,2026-04-15,discos-duros
Toshiba N300 8TB HDD 3.5″ 7200rpm SATA III 281MiB/s para NAS + 512MB Buffer,283.99,,PcComponentes,2026-04-15,discos-duros
"Kingston KC600 SSD 2.5"" 2TB SATA 3 3D TLC",476.0,,PcComponentes,2026-04-15,discos-duros
"Disco duro Toshiba N300 12TB 7200RPM 512MB 3.5"" Serial ATA III NAS",546.84,,PcComponentes,2026-04-15,discos-duros
"PNY CS900 2.5"" 500GB SSD SATA 3 TLC",100.75,"4,6/5",PcComponentes,2026-04-15,discos-duros
Toshiba Canvio Flex 2TB HDD 2.5″ 5000Mbit/s  Plata + USB-A & USB-C,120.54,5/5,PcComponentes,2026-04-15,discos-duros
SanDisk Extreme PRO 2TB Disco SSD Externo 3800MB/s USB-C 4 Thunderbolt Negro,429.99,"4,1/5",PcComponentes,2026-04-15,discos-duros
Kingston FURY Renegade G5 1TB Disco SSD 14200MB/s NVMe PCIe 5.0 M.2 Gen5 3D TLC,318.99,"4,5/5",PcComponentes,2026-04-15,discos-duros
"Synology HAT5300 3.5"" 16TB SATA3",959.0,"4,8/5",PcComponentes,2026-04-15,discos-duros
"Goodram CX400 1TB SSD 2.5"" SATA 3",136.98,,PcComponentes,2026-04-15,discos-duros
"Intenso Memory Center 3.5"" USB 3.0 4TB",137.99,,PcComponentes,2026-04-15,discos-duros
"Disco Duro Western Digital Elements WDBHJS0060BBK-WESN 6TB 2.5"" USB 3.2 Gen 1 Transferencia Alta",196.99,N/A,PcComponentes,2026-04-15,discos-duros
Disco Duro Western Digital 500GB NVMe 5000MB/s WD Blue SN5000 + Software Monitorización,159.99,,PcComponentes,2026-04-15,discos-duros
Sandisk 1TB SSD NVMe 1050MB/s USB 3.2 Gen2 Azul IP65 Portable,243.98,N/A,PcComponentes,2026-04-15,discos-duros
"Seagate SkyHawk AI 3.5"" 24 TB SATA 3",850.97,N/A,PcComponentes,2026-04-15,discos-duros
Disco Duro Synology HAT5320-8T 8TB HDD 7200rpm SATA Hot-Swap Enterprise,549.0,N/A,PcComponentes,2026-04-15,discos-duros
"Toshiba S300 Surveillance 3.5"" 4TB SATA 3",204.9,,PcComponentes,2026-04-15,discos-duros
"PNY CS900 2.5"" 250GB SSD SATA 3 TLC",50.18,,PcComponentes,2026-04-15,discos-duros
"Intenso High SSD 2.5"" 480GB SATA III",90.99,,PcComponentes,2026-04-15,discos-duros
"Disco Duro VERBATIM 53111 512GB HDD 2.5"" 5400rpm USB 3.2 Gen 1 Resistente",37.98,N/A,PcComponentes,2026-04-15,discos-duros
Disco Duro Sandisk Black SN7100 1TB M.2 NVMe 7250MB/s Ultra Rápido,317.99,,PcComponentes,2026-04-15,discos-duros
Kingston KC3000 SSD 4TB M.2 PCIe 4.0 NVMe,639.95,,PcComponentes,2026-04-15,discos-duros
SSD externo Intenso TX500 1TB NVMe USB 3.2 Gen 2x1 1000MB/s Marrón resistente a golpes,157.95,,PcComponentes,2026-04-15,discos-duros
Seagate Expansion Card para Xbox Series X/S 1TB SSD,149.95,,PcComponentes,2026-04-15,discos-duros
"Samsung 870 EVO SSD 2.5"" 4TB SATA3 Negro",767.99,,PcComponentes,2026-04-15,discos-duros
Disco Duro ADATA Legend 860 2TB M.2 NVMe 6000MB/s PCIe Gen4 3D NAND,314.99,,PcComponentes,2026-04-15,discos-duros
Toshiba Canvio Flex 4TB HDD 5000MB/s Canvio Flex USB 3.2 Gen1 Plata Compacto,151.0,,PcComponentes,2026-04-15,discos-duros
"Disco Duro Dell 345-BJSM 480GB SSD 2.5"" SATA III 6 Gbit/s + Adaptador",1928.99,N/A,PcComponentes,2026-04-15,discos-duros
Disco Duro Crucial 1 TB SSD M.2 PCIe 5.0 14900 MB/s T710 Lectura/Escritura Secuencial,249.99,N/A,PcComponentes,2026-04-15,discos-duros
"Adata HD710 Pro 2TB 2.5"" USB 3.2 Negro",112.99,,PcComponentes,2026-04-15,discos-duros
PNY CS2130 2TB SSD M.2 NVMe PCIe Gen3 x4,263.99,,PcComponentes,2026-04-15,discos-duros
"WD Red Pro 3.5"" 22TB 512MB SATA 3",962.95,,PcComponentes,2026-04-15,discos-duros
Disco Duro Kioxia Exceria Basic 1TB SSD M.2 NVMe 7200MB/s PCIe Gen4x4 QLC,169.95,,PcComponentes,2026-04-15,discos-duros
"Intenso Memory Center 6TB 3.5"" USB 3.0 Negro",162.99,,PcComponentes,2026-04-15,discos-duros
MSI SPATIUM M560 2TB Disco SSD 10300MB/s NVMe PCIe 5.0 M.2 Gen5 3D NAND,432.99,,PcComponentes,2026-04-15,discos-duros
"WD Red Pro 3.5"" 14TB 512MB SATA 3",539.95,,PcComponentes,2026-04-15,discos-duros
Lexar NM620 512GB SSD M.2 PCIe 3.0 3D TLC NAND NVMe,119.0,,PcComponentes,2026-04-15,discos-duros
WD Black SN770 2TB Disco SSD 5150MB/S NVMe PCIe 4.0 M.2 Gen4 16GT/s,470.0,,PcComponentes,2026-04-15,discos-duros
Adata SE920 SSD Externo 1TB Thunderbolt 4 Negro,230.8,,PcComponentes,2026-04-15,discos-duros
"LaCie Mobile Drive 2022 2.5"" 2TB USB-C",139.0,,PcComponentes,2026-04-15,discos-duros
Kingston DC600M 2.5” SSD 1.92 TB Uso Mixto Enterprise SATA 3.0,869.0,,PcComponentes,2026-04-15,discos-duros
"Disco Duro Dell 345-BJQZ 480 GB SSD 2.5"" SATA III 6 Gbit/s Servidor",1919.0,N/A,PcComponentes,2026-04-15,discos-duros
PNY RP60 1TB SSD 2000MB/s USB-C IP65 Resistente al agua y polvo,302.24,N/A,PcComponentes,2026-04-15,discos-duros
"LaCie Rugged Mini  2TB 2.5"" USB-C 3.0",122.98,,PcComponentes,2026-04-15,discos-duros
Intenso Premium Edition SSD Externo 128GB USB 3.0,35.99,"4,5/5",PcComponentes,2026-04-15,discos-duros
"My Book Essential 4TB 3.5"" USB 3.0 Negro",189.37,"4,5/5",PcComponentes,2026-04-15,discos-duros
PNY RP60 2TB SSD Externo 2000MB/s RP60 USB 3.2 Gen 2 IP65 + Protección Avanzada,181.79,N/A,PcComponentes,2026-04-15,discos-duros
